year,nycha_development,borough_x,total_number_of_resident_job_placements,average_wage_of_such_residents,total_number_of_resident_connections_to_services,total_number_of_residents_that_applied_for_the_nycha_resident_training_academy,total_number_of_residents_that_were_accepted_and_enrolled,total_number_residents_placed_into_full-time_or_part-time_jobs,number_of_residents_that_enrolled_in_financial_counseling_services/workshops_through_the_rees_zone_partner_program,total_number_of_residents_enrolled_in_vocational_training_programs_through_the_program,total_number_of_residents_enrolled_in_prep_courses_for_english_as_a_second_language_(esol)_or_the_test_assessing_secondary_completion_(tasc)_through_the_program,service_connections,data_as_of,hud_amp#,tds#,consolidated_tds#,development_edp#,operating_edp#,hud_#,program,method,type,number_of_section_8_transition_apartments,number_of_current_apartments,total_number_of_apartments,number_of_rental_rooms,avg_no_r/r_per_apartment,population_section_8_transition,population_public_housing,total_population,total_#_of_fixed_income_household,percent_fixed_income_households,number_of_residential_bldgs,number_of_non-residential_bldgs,number_of_stairhalls,number_of_stories,total_area_sq_ft,acres,net_dev_area_sq_ft,excluding_park_acres,bldg_coverage_sq_ft,cubage_cu_ft,bldg_coverage_%,density,development_cost,per_rental_room,avg_monthly_gross_rent,location_street_a,location_street_b,location_street_c,location_street_d,borough_y,community_distirct,us_congressional_district,ny_state_senate_district,ny_state_assembly_district,ny_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management,rad_transferred_date,borough,services_per_capita
2022.0,CASTLE HILL,Unknown,8.0,18.99,32.0,9.0,0.0,0.0,0.0,0.0,0.0,32.0,1/1/2025,NY005020800,080,080,431,431,NY005371,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,409.0,"2,022",2025.0,"9,759.0",4.83,939,"3,436",4375.0,810,0.4217,14.0,0.0,14.0,12–20,"1,745,665.9",40.07,"1,757,585",40.35,"176,917","19,247,987",9.82%,109.0,"$28,454,000","$2,915",$611,OLMSTEAD AVE,HAVEMEYER AVE,LACOMBE AVE,CINCINNATUS AVE,BRONX,9,14,34,87,18,1960-12-15T00:00:00.000,,,,,,BRONX,0.007314285714285714
2022.0,CASSIDY-LAFAYETTE,Unknown,0.0,39.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011170,206,117,319,241,NY005122,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,378,380.0,"1,248.0",3.3,0,407,407.0,308,0.8953,4.0,1.0,4.0,6,"223,263.9",5.13,"224,294",5.15,"54,589","2,858,593",24.34%,79.0,"$6,866,904","$5,315",$369,CASSIDY PL,FILLMORE ST,LAFAYETTE AVE,CLINTON AVE,STATEN ISLAND,1,11,23,61,49,1971-09-30T00:00:00.000,,EXCLUSIVELY,,,,STATEN ISLAND,0.0
2022.0,CARVER,Unknown,6.0,27.63,25.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,1/1/2025,NY005000580,058,058,534,534,NY005220E,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,245",1246.0,"5,765.5",4.63,0,"2,470",2470.0,564,0.4608,13.0,0.0,13.0,6–15,"580,373.7",13.32,"594,887",13.66,"97,568","10,275,141",15.31%,185.0,"$24,155,000","$4,145",$658,E 99TH ST,PARK AVE,MADISON AVE,E 106TH ST,MANHATTAN,11,13,29,68,08,1958-02-14T00:00:00.000,1978/07/01-ATP 3,,,,,MANHATTAN,0.010121457489878543
2022.0,CARLETON MANOR,Unknown,0.0,21.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1/1/2025,NY005010750,164,075,270,226,NY005073,FEDERAL,CONVENTIONAL,NEW CONST,0.0,169,174.0,728.5,4.31,0,326,326.0,69,0.4207,1.0,0.0,1.0,11,"143,563.2",3.3,"145,011",3.33,"14,051","1,386,194",9.69%,99.0,"$3,373,126","$4,498",$538,ROCKAWAY FRWY,BEACH CHANNEL DR,,,QUEENS,14,05,10,31,31,1967-03-31T00:00:00.000,,,,,,QUEENS,0.018404907975460124
2022.0,CAREY GARDENS,Unknown,6.0,24.35,46.0,17.0,0.0,0.0,0.0,0.0,0.0,46.0,1/1/2025,NY005011660,166,166,288,288,NY005088,FEDERAL,CONVENTIONAL,NEW CONST,0.0,679,683.0,"3,082.5",4.54,0,"1,507",1507.0,286,0.4434,3.0,2.0,3.0,15–17,"374,529.9",8.6,"364,406",8.37,"58,078","6,234,149",15.94%,175.0,"$16,996,504","$5,476",$597,W 24TH ST,NEPTUNE AVE,W 22ND ST,SURF AVE,BROOKLYN,13,08,23,46,47,1970-11-30T00:00:00.000,,,,,,BROOKLYN,0.030524220305242204
2022.0,CAMPOS PLAZA II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012570,286,337,593,593,NY005264,FEDERAL,CONVENTIONAL,NEW CONST,0.0,223,224.0,"1,083.5",4.86,0,449,449.0,110,0.5093,2.0,0.0,3.0,9–17,"85,220.8",1.96,"93,155",2.14,"29,149","2,470,285",31.29%,230.0,"$17,601,547","$16,193",$792,AVENUE B,E 14TH ST,AVENUE C,E 13TH ST,MANHATTAN,3,10,27,74,02,1983-04-30T00:00:00.000,,,YES,,,,0.0
2022.0,BUTLER,Unknown,14.0,22.42,35.0,15.0,0.0,0.0,0.0,0.0,0.0,35.0,1/1/2025,NY005001130,113,113,435,435,NY005362,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,469",1492.0,"7,186.5",4.89,0,"3,673",3673.0,539,0.3836,6.0,1.0,6.0,21,"556,687.3",12.78,"558,096",12.81,"88,255","13,527,100",15.81%,287.0,"$29,633,000","$4,068",$606,E 169TH ST,E 171ST ST,WEBSTER AVE,PARK AVE,BRONX,3,15,32,79,16,1964-12-31T00:00:00.000,1995/07/13-PTA,,,,,BRONX,0.00952899537163082
2022.0,BUSHWICK II CDA (GROUP E),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012470,324,247,758,546,NY005263,FEDERAL,TURNKEY,NEW CONST,,276,276.0,"1,212.0",4.39,,,543.0,,,5.0,0.0,37.0,3,"294,107.0",6.75,"300,000",6.89,"84,230","2,198,403",28.08%,80.0,"$20,078,888","$16,539",$473,KNICKERBOCKER AVE,WILSON AVE,GATES AVE,MENAHAN ST,BROOKLYN,4,07,18,53,37,1986-12-10T00:00:00.000,,,YES,,07/18/2019,,0.0
2022.0,BUSHWICK II (GROUPS B & D),Unknown,0.0,19.18,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1/1/2025,NY005012470,303,247,566,546,NY005240,FEDERAL,TURNKEY,NEW CONST,,300,300.0,"1,450.0",4.83,,,726.0,,,25.0,1.0,27.0,3,"388,749.3",8.92,"440,392",10.11,"102,600","3,200,584",23.30%,81.0,"$19,608,177","$13,339",$513,GATES AVE,WILSON AVE,MADISON AVE,EVERGREEN AVE,BROOKLYN,4,07,18,"53, 54",37,1984-07-05T00:00:00.000,,,YES,,07/18/2019,,0.02066115702479339
2022.0,BUSHWICK II (GROUPS A & C),Unknown,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1/1/2025,NY005012470,302,247,565,546,NY005222,FEDERAL,TURNKEY,NEW CONST,,299,300.0,"1,446.5",4.84,,,747.0,,,25.0,0.0,25.0,3,"480,441.6",11.03,"402,930",9.25,"102,600","3,200,584",25.46%,68.0,"$20,840,392","$14,235",$542,CENTRAL AVE,HARMAN AVE,GREEN AVE,HALSEY ST,BROOKLYN,4,07,18,"53, 54",37,1984-07-19T00:00:00.000,,,YES,,07/18/2019,,0.013386880856760375
2022.0,BUSHWICK,Unknown,7.0,19.33,31.0,12.0,5.0,0.0,0.0,0.0,0.0,31.0,1/1/2025,NY005020860,086,086,430,430,NY005370,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,209.0,"1,217",1220.0,"5,660.5",4.65,441,"2,027",2468.0,551,0.48,8.0,0.0,8.0,13–20,"638,087.2",14.65,"639,260",14.68,"78,768","11,288,105",11.29%,168.0,"$20,346,000","$3,599",$586,HUMBOLDT ST,MOORE ST,BUSHWICK AVE,FLUSHING AVE,BROOKLYN,1,07,18,53,34,1960-04-01T00:00:00.000,,,,,,BROOKLYN,0.012560777957860616
2022.0,BRYANT AVENUE-EAST 174TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005015300,235,530,352,748,NY005145,FEDERAL,TURNKEY,NEW CONST,0.0,72,72.0,284.0,3.94,0,145,145.0,33,0.4648,1.0,0.0,1.0,6,"23,139.6",0.53,"22,500",0.52,"9,879","672,864",43.91%,273.0,"$2,132,334","$7,315",$663,E 174TH ST,BRYANT AVE,E 173RD ST,VYSE AVE,BRONX,3,14,32,79,17,1972-08-31T00:00:00.000,,,,YES,,BRONX,0.0
2022.0,BROWNSVILLE,Unknown,19.0,19.18,35.0,28.0,12.0,10.0,0.0,7.0,0.0,35.0,1/1/2025,NY005000160,016,016,512,512,NY005213D,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,334",1338.0,"6,270.0",4.7,0,"2,744",2744.0,452,0.3645,27.0,0.0,46.0,3–6–7,"736,860.5",16.92,"732,841",16.82,"188,564","10,371,638",23.00%,162.0,"$12,898,000","$2,054",$655,SUTTER AVE,DUMONT AVE,MOTHER GASTON BLVD,ROCKAWAY AVE,BROOKLYN,16,08,25,55,41,1948-04-16T00:00:00.000,1977/07/01-ATP 1,,,,,BROOKLYN,0.012755102040816327
2022.0,BROWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012520,325,252,336,336,NY005277,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,200,200.0,700.0,3.5,0,223,223.0,172,0.8687,2.0,0.0,2.0,6,"98,072.1",2.25,"99,460",2.28,"29,354","1,493,904",29.51%,99.0,"$13,425,060","$19,179",$458,EASTERN PKWY,PROSPECT PL,HOPKINSON AVE,SAINT MARKS AVE,BROOKLYN,16,08,25,55,41,1985-07-23T00:00:00.000,,EXCLUSIVELY,YES,,,BROOKLYN,0.0
2022.0,BRONX RIVER ADDITION,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010320,157,032,533,533,NY005220D,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,225,226.0,637.5,2.83,0,137,137.0,111,0.9024,2.0,0.0,2.0,6–14,"62,606.5",1.44,"62,500",1.43,"12,286","1,529,115",19.66%,95.0,"$3,928,000","$6,128",$350,E 172ND ST,E 174TH ST,MANOR AVE,HARROD AVE,BRONX,9,14,34,85,17,1966-02-28T00:00:00.000,1978/07/01-ATP 3,EXCLUSIVELY,,,,BRONX,0.0
2022.0,BRONX RIVER,Unknown,5.0,34.03,27.0,16.0,0.0,0.0,0.0,5.0,0.0,27.0,1/1/2025,NY005010320,032,032,533,533,NY005220D,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,243",1246.0,"5,935.5",4.78,0,"2,746",2746.0,530,0.4435,9.0,1.0,9.0,14,"581,608.7",13.35,"563,737",12.94,"84,235","10,772,413",13.87%,206.0,"$12,719,000","$2,131",$539,BRONX RIVER AVE,HARROD AVE,E 174TH ST,,BRONX,9,14,32,85,17,1951-02-28T00:00:00.000,1978/07/01-ATP 3,,,,,BRONX,0.009832483612527313
2022.0,BREVOORT,Unknown,0.0,17.92,39.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,1/1/2025,NY005000650,065,065,213,213,NY005017,FEDERAL,CONVENTIONAL,NEW CONST,0.0,889,896.0,"4,167.5",4.69,0,"1,737",1737.0,334,0.3888,13.0,1.0,26.0,7,"737,986.8",16.94,"687,188",15.78,"121,363","7,735,916",16.14%,103.0,"$11,831,887","$2,849",$671,BAINBRIDGE ST,RALPH AVE,FULTON ST,PATCHEN AVE,BROOKLYN,3,08,25,56,41,1955-08-10T00:00:00.000,,,,,,BROOKLYN,0.022452504317789293
2022.0,BREUKELEN,Unknown,13.0,27.03,54.0,22.0,0.0,0.0,0.0,0.0,0.0,54.0,1/1/2025,NY005000560,056,056,212,212,NY005011,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,586",1595.0,"7,435.0",4.69,0,"3,169",3169.0,600,0.3979,30.0,2.0,94.0,3–7,"2,880,657.2",66.13,"2,141,741",49.17,"360,423","14,297,000",12.73%,48.0,"$18,410,273","$2,464",$667,STANLEY AVE,FLATLANDS AVE,E 103RD ST,WILLIAMS AVE,BROOKLYN,18,08,19,"58, 60",42,1952-11-06T00:00:00.000,,,,,,BROOKLYN,0.01704007573366993
2022.0,BRACETTI PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012920,264,337,379,370,NY005185,FEDERAL,TURNKEY,NEW CONST,0.0,107,108.0,534.5,5.0,0,228,228.0,58,0.5686,1.0,0.0,2.0,7,"45,378.2",1.04,"44,353",1.02,"18,790","1,216,072",42.36%,219.0,"$4,364,419","$8,008",$654,E 3RD ST,AVENUE C,E 4TH ST,AVENUE B,MANHATTAN,3,10,27,65,02,1974-05-31T00:00:00.000,,,,,,MANHATTAN,0.0
2022.0,BOYNTON AVENUE REHAB,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010320,346,032,767,533,NY005249,FEDERAL,TURNKEY,REHAB,0.0,81,82.0,362.5,4.48,0,165,165.0,39,0.4815,3.0,0.0,3.0,4–6,"30,846.8",0.71,"30,000",0.69,"16,455","999,600",54.85%,233.0,"$4,943,129","$13,396",$504,WATSON AVE,WARD AVE,BRUCKNER BLVD,ELDER AVE,BRONX,9,14,32,85,18,1985-08-22T00:00:00.000,,,YES,,,BRONX,0.0
2022.0,BOULEVARD,Unknown,22.0,25.36,32.0,0.0,0.0,0.0,8.0,9.0,0.0,32.0,1/1/2025,NY005020460,046,046,637,637,NY005369,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,458.0,"1,424",1441.0,"5,952.0",4.21,852,"1,759",2611.0,610,0.0044,18.0,0.0,30.0,6-14,"1,026,328.2",23.56,"1,127,650",25.89,"170,051","12,141,094",15.08%,111.0,"$13,645,438","$2,247",$543,LINDEN BLVD,ASHFORD ST,WORTMAN AVE,SCHENCK AVE,BROOKLYN,5,08,19,60,42,1951-03-22T00:00:00.000,,,,,12/28/2021,,0.012255840674071237
2022.0,BOSTON SECOR,Unknown,0.0,30.22,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1/1/2025,NY005011380,138,138,254,254,NY005060,FEDERAL,CONVENTIONAL,NEW CONST,0.0,509,538.0,"2,356.5",4.63,0,"1,182",1182.0,190,0.3733,4.0,2.0,4.0,13–14–17–18,"616,197.4",14.15,"612,889",14.07,"36,181","4,849,474",5.90%,84.0,"$11,894,964","$4,778",$621,IRT-DYRE AVE LINE,BOSTON RD,STEENWICK AVE,,BRONX,12,16,36,83,12,1969-04-30T00:00:00.000,,,,,09/26/2024,,0.015228426395939087
2022.0,BOSTON ROAD PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010390,189,039,304,304,NY005095,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,212,235.0,744.0,3.51,0,255,255.0,182,0.8626,1.0,1.0,1.0,20,"84,030.8",1.93,"84,416",1.94,"15,045","1,589,318",17.82%,132.0,"$7,125,145","$8,452",$419,MACE AVE,HOLLAND AVE,WARING AVE,BOSTON RD,BRONX,11,15,33,80,13,1972-08-31T00:00:00.000,,EXCLUSIVELY,,,09/26/2024,,0.0
2022.0,BORINQUEN PLAZA II,Unknown,0.0,17.65,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1/1/2025,NY005012430,271,243,390,353,NY005195,FEDERAL,TURNKEY,NEW CONST,0.0,421,425.0,"2,245.5",5.33,0,971,971.0,178,0.4352,7.0,0.0,7.0,7,"186,649.6",4.28,"184,000",4.22,"61,115","4,223,000",33.21%,227.0,"$16,411,918","$7,244",$701,BOERUM ST,HUMBOLDT ST,SEIGEL ST,BUSHWICK AVE,BROOKLYN,1,07,18,53,34,1975-12-31T00:00:00.000,,,,,,BROOKLYN,0.012358393408856848
2022.0,BORINQUEN PLAZA I,Unknown,0.0,15.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005012430,243,243,353,353,NY005175,FEDERAL,TURNKEY,NEW CONST,0.0,504,509.0,"2,332.0",4.63,0,"1,016",1016.0,269,0.549,8.0,2.0,8.0,7,"261,259.9",6.0,"250,875",5.76,"96,902","4,544,080",38.63%,169.0,"$15,625,047","$6,556",$636,MANHATTAN AVE,BOERUM ST,BUSHWICK AVE,VARET ST,BROOKLYN,1,07,18,53,34,1975-02-28T00:00:00.000,,PARTIALLY (2 BUILDINGS),,,,BROOKLYN,0.004921259842519685
2022.0,BLAND,Unknown,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1/1/2025,NY005011860,054,186,519,519,NY005213K,FEDERAL,CONVENTIONAL,NEW CONST,0.0,399,400.0,"1,850.5",4.64,0,730,730.0,176,0.4632,5.0,0.0,5.0,10,"248,264.3",5.7,"245,785",5.64,"43,237","3,668,503",16.03%,128.0,"$5,925,000","$3,205",$696,ROOSEVELT AVE,PRINCE ST,COLLEGE POINT BLVD,LIRR,QUEENS,7,06,16,40,20,1952-05-08T00:00:00.000,1977/07/01-ATP 1,,,,,QUEENS,0.021917808219178082
2022.0,1010 EAST 178TH STREET,Unknown,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1/1/2025,NY005011330,180,180,289,289,NY005090,FEDERAL,CONVENTIONAL,NEW CONST,0.0,218,220.0,918.0,4.21,0,391,391.0,98,0.49,1.0,0.0,1.0,21,"86,504.7",1.99,"88,172",2.02,"14,961","1,841,787",16.97%,197.0,"$5,031,405","$5,341",$513,E TREMONT AVE,BRYANT AVE,E 178TH ST,BOSTON RD,BRONX,6,15,32,87,15,1971-03-31T00:00:00.000,,,,,06/24/2025,,0.04092071611253197
2022.0,BETHUNE GARDENS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010030,160,003,271,271,NY005070,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,209,210.0,694.0,3.52,0,250,250.0,183,0.0089,1.0,0.0,1.0,22,"64,915.3",1.49,"63,546",1.46,"7,751","1,393,115",12.20%,168.0,"$3,785,397","$5,007",$338,W 156TH ST,SAINT NICHOLAS AVE,AMSTERDAM AVE,,MANHATTAN,12,13,31,71,10,1967-03-31T00:00:00.000,,EXCLUSIVELY,,,01/10/2023,,0.0
2022.0,BETANCES VI,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012110,285,211,545,545,NY005217,FEDERAL,CONVENTIONAL,REHAB,,155,155.0,726.5,4.69,,,379.0,,,3.0,2.0,5.0,5-6,"83,743.1",1.92,"56,604",1.3,"18,582","993,708",32.83%,197.0,"$10,480,359","$14,337",$516,E 147TH ST,E 146TH ST,SAINT ANN'S AVE,WILLIS AVE,BRONX,1,15,29,84,08,1982-10-31T00:00:00.000,,,YES,,11/16/2018,,0.0
2022.0,BETANCES V,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012110,231,211,350,326,NY005136,FEDERAL,TURNKEY,REHAB,,100,100.0,484.0,4.84,,,317.0,,,6.0,0.0,6.0,5-6,"45,433.4",1.04,"45,308",1.04,"30,557","2,021,785",67.44%,304.0,"$5,877,679","$7,916",$486,E 143RD ST,E 147TH ST,WILLIS AVE,SAINT ANN'S AVE,BRONX,1,15,29,84,08,1974-02-28T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,BETANCES IV,Unknown,0.0,16.02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1/1/2025,NY005012110,230,211,349,326,NY005135,FEDERAL,TURNKEY,NEW CONST,,282,282.0,"1,366.0",4.84,,,769.0,,,8.0,0.0,19.0,3-4-6,"175,889.9",4.04,"189,526",4.35,"74,343","3,694,403",39.23%,190.0,"$10,758,956","$7,853",$501,E 143RD ST,E 147TH ST,WILLIS AVE,SAINT ANN'S AVE,BRONX,1,15,29,84,08,1973-12-31T00:00:00.000,,,,,11/16/2018,,0.016905071521456438
2022.0,"BETANCES III, 9A",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012110,222,211,339,326,NY005134A,FEDERAL,TURNKEY,REHAB,,26,26.0,143.0,5.5,,,85.0,,,2.0,0.0,2.0,6,"11,126.0",0.26,"12,013",0.28,"7,306","849,526",60.82%,333.0,"$1,537,896","$7,289",$563,E 145TH ST,SAINT ANN'S AVE,E 144TH ST,,BRONX,1,15,29,84,08,1973-07-31T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,"BETANCES III, 18",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011450,521,145,366,249,NY005134C,FEDERAL,TURNKEY,REHAB,,19,19.0,77.5,4.08,,,44.0,,,1.0,0.0,1.0,5,"13,111.1",0.3,"24,894",0.57,"17,906","1,348,772",71.93%,146.0,"$2,441,684","$7,289",$412,E 137TH ST,BROWN PL,E 136TH ST,WILLIS AVE,BRONX,1,14,29,84,08,1973-07-31T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,"BETANCES III, 13",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010840,520,084,356,294,NY005134B,FEDERAL,TURNKEY,REHAB,,22,22.0,117.0,5.32,,,79.0,,,2.0,0.0,2.0,5,"21,202.0",0.49,"12,860",0.29,"3,480","479,116",27.06%,162.0,"$867,345","$7,289",$394,E 139TH ST,JACKSON AVE,,,BRONX,1,14,29,84,08,1973-07-31T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,"BETANCES II, 9A",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012110,220,211,294,326,NY005118A,FEDERAL,TURNKEY,NEW CONST,,46,46.0,208.0,4.52,,,102.0,,,1.0,0.0,3.0,4,"22,448.3",0.52,"27,140",0.62,"15,185","579,478",55.95%,198.0,"$1,675,453","$8,055",$494,E 146TH ST,SAINT ANN'S AVE,E 144TH ST,BROOK AVE,BRONX,1,15,29,84,08,1973-07-31T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,"BETANCES II, 18",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011450,519,145,338,249,NY005118C,FEDERAL,TURNKEY,NEW CONST,,78,78.0,428.0,5.49,,,259.0,,,2.0,0.0,5.0,4-6,"46,104.9",1.06,"25,352",0.58,"9,348","1,192,594",36.87%,245.0,"$3,447,562","$8,055",$478,WILLIS AVE,E 137TH ST,BROWN PL,E 136TH ST,BRONX,1,14,29,84,08,1973-07-31T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,"BETANCES II, 13",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010840,518,084,300,294,NY005118B,FEDERAL,TURNKEY,NEW CONST,,51,51.0,220.5,4.32,,,116.0,,,1.0,0.0,1.0,6,"19,656.2",0.45,"52,523",1.21,"18,780","621,365",35.76%,257.0,"$1,796,276","$8,055",$397,E 140TH ST,JACKSON AVE,E 139TH ST,,BRONX,1,14,29,84,08,1973-07-31T00:00:00.000,,,,,11/16/2018,,0.0
2022.0,BETANCES I,Unknown,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1/1/2025,NY005012110,211,211,326,326,NY005121,FEDERAL,CONVENTIONAL,NEW CONST,,309,309.0,"1,410.5",4.56,,,710.0,,,13.0,0.0,13.0,3-4-12-20,"135,235.2",3.1,"136,173",3.13,"40,862","2,587,665",30.01%,229.0,"$8,854,586","$6,216",$465,BROOK AVE,E 144TH ST,SAINT ANN'S AVE,E 143RD ST,BRONX,1,14,29,84,08,1973-05-31T00:00:00.000,,PARTIALLY,,,11/16/2018,,0.022535211267605635
2022.0,BERRY STREET-SOUTH 9TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011310,357,131,777,777,NY005288,FEDERAL,TURNKEY,NEW CONST,,150,150.0,711.0,4.74,,,381.0,,,4.0,0.0,15.0,3-6,"131,271.2",3.01,"129,228",2.97,"39,559","1,341,343",30.61%,126.0,"$17,062,418","$23,999",$544,SOUTH 9TH ST,BEDFORD & DIVISION AVES,SOUTH 11TH ST,WYTHE AVE,BROOKLYN,1,07,18,50,34,1995-09-30T00:00:00.000,,,YES,,02/12/2020,,0.0
2022.0,BERRY,Unknown,0.0,15.8,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1/1/2025,NY005000520,052,052,587,587,NY005271B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,506,506.0,"2,129.0",4.21,0,864,864.0,231,0.5,8.0,1.0,16.0,6,"521,035.4",11.96,"511,178",11.74,"77,152","4,520,277",12.75%,72.0,"$5,929,376","$2,785",$627,RICHMOND RD,DONGAN HILLS AVE,SEAVER AVE,JEFFERSON ST,STATEN ISLAND,2,11,23,64,50,1950-10-27T00:00:00.000,1980/10/01-ATP 7,,,,,STATEN ISLAND,0.05439814814814815
2022.0,BELMONT-SUTTER AREA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010460,345,046,761,761,NY005282,FEDERAL,TURNKEY,NEW CONST,,72,72.0,336.0,4.67,0,184,184.0,18,0.0025,3.0,0.0,8.0,3,"77,493.6",1.78,"80,000",1.84,"24,395","889,912",30.49%,103.0,"$5,373,534","$15,993",$618,BELMONT AVE,JEROME ST,SUTTER AVE,BARBEY ST,BROOKLYN,5,08,19,60,42,1986-02-28T00:00:00.000,,,YES,,12/28/2021,,0.0
2022.0,BEDFORD-STUYVESANT REHAB,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010730,311,073,266,538,NY005255,FEDERAL,TURNKEY,REHAB,0.0,84,85.0,381.0,4.54,0,179,179.0,36,0.4444,3.0,0.0,5.0,4–6,"27,163.2",0.62,"26,000",0.6,"18,283","856,611",70.32%,287.0,"$5,219,763","$13,316",$607,THROOP AVE,VERNON AVE,MARCUS GARVEY BLVD,HART ST,BROOKLYN,3,08,25,56,36,1983-05-31T00:00:00.000,,,YES,,,,0.0
2022.0,BEACH 41ST STREET-BEACH CHANNEL DRIVE,Unknown,7.0,19.86,37.0,13.0,0.0,0.0,0.0,0.0,0.0,37.0,1/1/2025,NY005001650,165,165,282,282,NY005086,FEDERAL,CONVENTIONAL,NEW CONST,0.0,712,712.0,"3,106.0",4.36,0,"1,454",1454.0,235,0.3544,4.0,1.0,6.0,13,"770,750.8",17.69,"580,000",13.31,"66,756","6,385,727",11.51%,82.0,"$24,811,000","$7,988",$623,B 38TH ST,B 41ST ST,NORTON AVE,B CHANNEL DR,QUEENS,14,05,10,31,31,1973-11-30T00:00:00.000,,,,,,QUEENS,0.02544704264099037
